model,class,categories,caption,image_url,question_1,question_2
textualinversion_ldm,n01537544,"['relation', 'action']",bird stands on banana,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_95244.jpg,is there banana ?,is there bird ?
textualinversion_ldm,n01592084,['attribute'],The bird has a wing.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01592084_25951.jpg,is there the bird ?,is there a wing ?
textualinversion_ldm,n01580077,"['attribute', 'relation']",a large tree branch with a bird nested on it,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_90687.jpg,is there a bird ?,is there a large tree branch ?
textualinversion_ldm,n03930630,['relation'],Head lights front of truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_32556.jpg,is there truck ?,are there head lights ?
textualinversion_ldm,n03796401,"['attribute', 'relation']",truck has multiple wheels,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03796401_68010.jpg,is there truck ?,are there multiple wheels ?
textualinversion_ldm,n01592084,['relation'],the ground the bird is standing on,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01592084_88268.jpg,is there the ground ?,is there the bird ?
textualinversion_ldm,n02088364,"['relation', 'action']",German shepherd dog fetching a frisbee. ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088364_53865.jpg,is there a frisbee ?,is there german shepherd dog ?
textualinversion_ldm,n02089867,['attribute'],the dog has light brown eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02089867_93883.jpg,are there light brown eyes ?,is there the dog ?
textualinversion_ldm,n02490219,"['relation', 'action']",the monkey is looking at the banana,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02490219_38711.jpg,is there the banana ?,is the monkey  looking at the banana?
textualinversion_ldm,n01601694,"['attribute', 'counting']",bird has 2 feet,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_43586.jpg,is there bird ?,are there 2 feet ?
textualinversion_ldm,n01601694,['relation'],bird perched on a scarred limb,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_38529.jpg,is there a scarred limb ?,is there bird ?
textualinversion_ldm,n02090622,"['attribute', 'relation']",the dog's collar is a chain,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090622_83319.jpg,is there a chain ?,is there the dog's collar ?
textualinversion_ldm,n02088238,['attribute'],the dog has a messed up eye,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088238_22939.jpg,is there a messed up eye ?,is there the dog ?
textualinversion_ldm,n02492660,"['relation', 'action']",monkey rides on goat's back,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02492660_81158.jpg,is there goat's back ?,is there monkey ?
textualinversion_ldm,n02708093,['attribute'],The clock has united in large letters. ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02708093_37379.jpg,are there large letters ?,is there the clock ?
textualinversion_ldm,n01558993,"['relation', 'action']",a bird walks along the wet sand,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_52955.jpg,is there a bird ?,is there the wet sand ?
textualinversion_ldm,n01558993,['attribute'],The bird has a yellow eye.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_95649.jpg,is there the bird ?,is there a yellow eye ?
textualinversion_ldm,n02701002,['attribute'],the blue car has a red tail light,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02701002_40158.jpg,is there a red tail light ?,is there the blue car ?
textualinversion_ldm,n01560419,"['relation', 'action']",bird perched on a branch,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01560419_28592.jpg,is there bird ?,is there a branch ?
textualinversion_ldm,n03594945,"['relation', 'action']",rain drops on car windshield,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03594945_73741.jpg,is there car windshield ?,is there rain ?
textualinversion_ldm,n01530575,"['attribute', 'action']",the birds wings are up,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01530575_83545.jpg,are the birds wings  up?,are there the birds ?
textualinversion_ldm,n01534433,['attribute'],The bird has light and dark pink feathers.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01534433_78204.jpg,are there light and dark pink feathers ?,is there the bird ?
textualinversion_ldm,n01531178,['attribute'],the bird has long gray legs,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01531178_39439.jpg,is there the bird ?,are there long gray legs ?
textualinversion_ldm,n01558993,"['attribute', 'counting']",the bird has two feet,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_48963.jpg,is there the bird ?,are there two feet ?
textualinversion_ldm,n03345487,['relation'],big lugs encircle a rear truck tire,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03345487_16442.jpg,is there a rear truck tire ?,are there big lugs ?
textualinversion_ldm,n04461696,"['relation', 'action']",a woman is reaching into a truck compartment,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n04461696_5302.jpg,is there a woman ?,is a woman  reaching into a truck compartment?
textualinversion_ldm,n02090622,"['attribute', 'relation']",dog has a blue rope tied,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090622_64259.jpg,is there a blue rope ?,is there dog ?
textualinversion_ldm,n02488291,['relation'],rocky perch where monkey is sitting,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02488291_23765.jpg,is there rocky perch ?,is there monkey ?
textualinversion_ldm,n02088466,['attribute'],the dog is wearing a sweater,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088466_38065.jpg,is there a sweater ?,is there the dog ?
textualinversion_ldm,n03796401,['relation'],a kw grill cover on truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03796401_82416.jpg,is there a kw grill cover ?,is there truck ?
textualinversion_ldm,n01560419,['relation'],a wood platform the bird is on ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01560419_74343.jpg,is there the bird ?,is there a wood platform ?
textualinversion_ldm,n02088094,"['relation', 'action']",dog is sitting in grass,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088094_47237.jpg,is there dog ?,is there grass ?
textualinversion_ldm,n03930630,['attribute'],lights on truck are orange,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_55487.jpg,is there truck ?,are there lights ?
textualinversion_ldm,n02090379,"['attribute', 'relation']",the dog has a blue leash,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090379_73411.jpg,is there a blue leash ?,is there the dog ?
textualinversion_ldm,n01558993,['relation'],that is the leg of the bird,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_80298.jpg,is there the leg ?,is there the bird ?
textualinversion_ldm,n01537544,['attribute'],the bird has thin legs,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_53981.jpg,is there the bird ?,are there thin legs ?
textualinversion_ldm,n01601694,"['attribute', 'relation']",grass that small bird is standing in,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_9443.jpg,is there small bird ?,is there grass ?
textualinversion_ldm,n01532829,['relation'],part of branch birds are sitting on,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01532829_52656.jpg,are there branch birds ?,is there part ?
textualinversion_ldm,n01558993,['relation'],bird perched on log,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_52263.jpg,is there log ?,is there bird ?
textualinversion_ldm,n01537544,['attribute'],section of brown tipped bird wing feather,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_30856.jpg,is there section ?,is there bird wing feather ?
textualinversion_ldm,n01530575,['attribute'],the bird has a tail,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01530575_84657.jpg,is there the bird ?,is there a tail ?
textualinversion_ldm,n01601694,['action'],the bird is eating the fruit,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01601694_3138.jpg,is there the fruit ?,is the bird  eating the fruit?
textualinversion_ldm,n03417042,['relation'],road that truck is on,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03417042_94568.jpg,is there road ?,is there that truck ?
textualinversion_ldm,n01582220,"['attribute', 'relation']",the food the bird is eating,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01582220_24456.jpg,is there the bird ?,is there the food ?
textualinversion_ldm,n01558993,['attribute'],body of seabird is white,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_75850.jpg,is there seabird ?,is there body ?
textualinversion_ldm,n01530575,['attribute'],little bird has extremely expressive eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01530575_13202.jpg,are there extremely expressive eyes ?,is there little bird ?
textualinversion_ldm,n03930630,['attribute'],the truck has huge tires,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_6777.jpg,is there the truck ?,are there huge tires ?
textualinversion_ldm,n01592084,['attribute'],The bird has small black feathers ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01592084_1437.jpg,is there the bird ?,are there small black feathers ?
textualinversion_ldm,n01558993,['attribute'],bird has white feathers,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01558993_82404.jpg,is there bird ?,are there white feathers ?
textualinversion_ldm,n02123045,['attribute'],The cat has whiskers.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02123045_36856.jpg,is there the cat ?,are there whiskers ?
textualinversion_ldm,n02123045,"['attribute', 'relation']",An orange cat lies in the sink.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02123045_81608.jpg,is there an orange cat ?,is there the sink ?
textualinversion_ldm,n01531178,['attribute'],bird has orange beak,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01531178_66069.jpg,is there bird ?,is there orange beak ?
textualinversion_ldm,n06359193,"['relation', 'action']",wires pluged on computer,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n06359193_46323.jpg,are there wires ?,is there computer ?
textualinversion_ldm,n03854065,['attribute'],The letter I keyboard key barely visible the photo,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03854065_15555.jpg,is there the photo ?,is there the letter ?
textualinversion_ldm,n02490219,"['attribute', 'action']",monkey feeding herself a piece if banana,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02490219_39656.jpg,is there a piece ?,is there monkey ?
textualinversion_ldm,n01580077,['attribute'],The bird has a pointy beak.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01580077_53284.jpg,is there a pointy beak ?,is there the bird ?
textualinversion_ldm,n01592084,"['relation', 'action']",A bird is eating a potato.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01592084_48858.jpg,is there a bird ?,is there a potato ?
textualinversion_ldm,n02090622,"['attribute', 'relation']",the dog has a collar on,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090622_29886.jpg,is there the dog ?,is there a collar ?
textualinversion_ldm,n02088466,"['relation', 'action']",the dog is lying on a blanket,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088466_66034.jpg,is there the dog ?,is the dog  lying on a blanket?
textualinversion_ldm,n01582220,['attribute'],bird has gray feet,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01582220_27762.jpg,are there gray feet ?,is there bird ?
textualinversion_ldm,n03930630,['relation'],A window is open on the truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03930630_24932.jpg,is there a window ?,is there the truck ?
textualinversion_ldm,n01537544,['attribute'],The birds beak has a point.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01537544_81654.jpg,is there a point ?,are there the birds beak ?
textualinversion_ldm,n02088238,['relation'],Dog kennel with dog.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02088238_62546.jpg,is there dog ?,is there dog kennel ?
textualinversion_ldm,n02090622,['attribute'],the dog has whiskers,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n02090622_43802.jpg,is there the dog ?,are there whiskers ?
textualinversion_ldm,n01582220,"['relation', 'action']",man giving bird wine,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n01582220_20617.jpg,is there bird wine ?,is there man ?
textualinversion_ldm,n03594945,['relation'],Strap of car sit,https://conceptbed.s3.us-east-2.amazonaws.com/composition/textualinversion_ldm_n03594945_58370.jpg,is there strap ?,is there car ?
